TOTAL_MATCHES=1472 FILES_SCANNED=626
rel_path:line [pattern] class::func | code
S32-E3-FORENSIC/s32_e3_forensic_execution.py: 266 [time.monotonic        ] -::run_g_cycle | result["timestamps"]["t_kill"] = time.monotonic()
S32-E3-FORENSIC/s32_e3_forensic_execution.py: 268 [time.monotonic        ] -::run_g_cycle | result["timestamps"]["t_kill"] = time.monotonic()
S32-E3-FORENSIC/s32_e3_forensic_execution.py: 270 [time.monotonic        ] -::run_g_cycle | result["timestamps"]["t_kill"] = time.monotonic()
S32-E3-FORENSIC/s32_e3_forensic_execution.py: 284 [time.monotonic        ] -::run_g_cycle | result["timestamps"]["t_exit"] = time.monotonic()
S32-E3-FORENSIC/s32_e3_forensic_execution.py: 360 [time.monotonic        ] -::run_f_cycle | result["timestamps"]["t_ready"] = time.monotonic()
S32-E3-FORENSIC/s32_e3_forensic_execution.py: 657 [datetime.now          ] -::run_f_cycle | lines.append(f"Date: {__import__('datetime').datetime.now().strftime('%Y-%m-%d %H:%M:%S')}")
S32-E3-FORENSIC/test_child_comm.py:  10 [import time           ] -::- | import time
s32_02_crash_harness.py:  23 [import time           ] -::- | import time
s32_02_crash_harness.py:  86 [time.sleep            ] -::run_atomic_json_write_test | time.sleep(kill_after_seconds)
s32_02e_crash_harness_signals.py:   6 [sleep(                ] -::- | inter-process signaling instead of timing-based sleep().
s32_02e_crash_harness_signals.py:  22 [import time           ] -::- | import time
s32_02e_crash_harness_signals.py: 136 [time.sleep            ] -::run_atomic_json_write_with_signals | time.sleep(0.1)
s32_02e_crash_harness_signals.py: 211 [sleep(                ] -::main | print("timing-based sleep(). Real OS process termination.")
s32_03_crash_matrix.py:  14 [import time           ] -::- | import time
s32_03_crash_matrix.py:  67 [time.sleep            ] -::run_atomic_json_write_cycle | time.sleep(kill_delay)
s32_03e_post_replace_crash_boundary.py:  33 [import time           ] -::- | import time
s32_03e_post_replace_crash_boundary.py: 108 [time.sleep            ] -::run_atomic_json_write_handshake_test | time.sleep(kill_after_seconds)
s32_03e_post_replace_crash_boundary.py: 259 [time.time             ] -::run_s32_e3_cycles | test_data = {"test": "S32-E3", "cycle": cycle, "timestamp": time.time()}
s32_03e_post_replace_crash_boundary.py: 283 [time.sleep            ] -::run_s32_e3_cycles | time.sleep(0.2)
s32_07_parallel_replay_stress.py:   6 [clock var             ] -::- | each using snapshot()/restore() pattern to isolate clock state.
s32_07_parallel_replay_stress.py:   8 [clock var             ] -::- | Goal: Verify that snapshot/restore prevents clock cross-contamination between parallel replays.
s32_07_parallel_replay_stress.py:  14 [import time           ] -::- | import time
s32_07_parallel_replay_stress.py:  16 [timezone              ] -::- | from datetime import datetime, timezone
s32_07_parallel_replay_stress.py:  20 [DeterministicClock    ] -::- | from mercury_ai.utils.deterministic_clock import DeterministicClock
s32_07_parallel_replay_stress.py:  30 [datetime ctor         ] -::- | "A": datetime(2025, 1, 1, 10, 0, 0),
s32_07_parallel_replay_stress.py:  31 [datetime ctor         ] -::- | "B": datetime(2025, 1, 1, 11, 0, 0),
s32_07_parallel_replay_stress.py:  32 [datetime ctor         ] -::- | "C": datetime(2025, 1, 1, 12, 0, 0),
s32_07_parallel_replay_stress.py:  33 [datetime ctor         ] -::- | "D": datetime(2025, 1, 1, 13, 0, 0),
s32_07_parallel_replay_stress.py:  38 [clock var             ] -::run_replay_with_snapshot_restore | """Run a single replay with snapshot()/restore() pattern for clock isolation.
s32_07_parallel_replay_stress.py:  40 [clock var             ] -::run_replay_with_snapshot_restore | This is the PATTERN that fixes the clock contamination issue:
s32_07_parallel_replay_stress.py:  46 [clock var             ] -::run_replay_with_snapshot_restore | # Set unique replay_id and clock time for this replay
s32_07_parallel_replay_stress.py:  48 [DeterministicClock    ] -::run_replay_with_snapshot_restore | DeterministicClock.set_time(start_time)
s32_07_parallel_replay_stress.py:  50 [clock var             ] -::run_replay_with_snapshot_restore | # STEP 1: Snapshot the clock state BEFORE replay
s32_07_parallel_replay_stress.py:  51 [DeterministicClock    ] -::run_replay_with_snapshot_restore | pre_snapshot = DeterministicClock.snapshot()
s32_07_parallel_replay_stress.py:  58 [DeterministicClock    ] -::run_replay_with_snapshot_restore | "start_time": DeterministicClock.utcnow(),
s32_07_parallel_replay_stress.py:  63 [clock var             ] -::run_replay_with_snapshot_restore | # Simulate replay processing with periodic clock checks
s32_07_parallel_replay_stress.py:  65 [clock var             ] -::run_replay_with_snapshot_restore | # Check clock state - should reflect this replay's set time
s32_07_parallel_replay_stress.py:  66 [DeterministicClock    ] -::run_replay_with_snapshot_restore | current_time = DeterministicClock.utcnow()
s32_07_parallel_replay_stress.py:  74 [time.sleep            ] -::run_replay_with_snapshot_restore | time.sleep(0.1)
s32_07_parallel_replay_stress.py:  76 [clock var             ] -::run_replay_with_snapshot_restore | # STEP 2: RESTORE the clock state to pre-replay state
s32_07_parallel_replay_stress.py:  77 [clock var             ] -::run_replay_with_snapshot_restore | # This prevents clock contamination for subsequent operations
s32_07_parallel_replay_stress.py:  78 [DeterministicClock    ] -::run_replay_with_snapshot_restore | DeterministicClock.restore(pre_snapshot)
s32_07_parallel_replay_stress.py:  81 [DeterministicClock    ] -::run_replay_with_snapshot_restore | engine_state["end_time"] = DeterministicClock.utcnow()
s32_07_parallel_replay_stress.py: 115 [clock var             ] -::test_parallel_replay_stress_with_snapshot_restore | print(f"  Clock state after restore: hour {result['state']['decisions'][0]['clock_hour']}:00")
s32_07_parallel_replay_stress.py: 128 [clock var             ] -::test_parallel_replay_stress_with_snapshot_restore | # Extract clock hours from each replay's decisions (AFTER restore)
s32_07_parallel_replay_stress.py: 137 [clock var             ] -::test_parallel_replay_stress_with_snapshot_restore | print(f"Replay {rid}: clock hours observed = {sorted(hours)}")
s32_07_parallel_replay_stress.py: 144 [clock var             ] -::test_parallel_replay_stress_with_snapshot_restore | print("Expected vs Actual clock hours AFTER restore:")
s32_07_parallel_replay_stress.py: 149 [clock var             ] -::test_parallel_replay_stress_with_snapshot_restore | # After restore, the clock should be back to the state before this replay started
s32_07_parallel_replay_stress.py: 181 [clock var             ] -::test_parallel_replay_stress_with_snapshot_restore | print("✓ No clock cross-contamination detected after snapshot/restore")
s32_07_parallel_replay_stress.py: 188 [clock var             ] -::test_parallel_replay_stress_with_snapshot_restore | overall = "FAIL - Clock cross-contamination detected despite snapshot/restore"
s32_07_parallel_replay_stress.py: 196 [DeterministicClock    ] -::test_parallel_replay_stress_with_snapshot_restore | DeterministicClock.reset()
s32_c_parallel_clock_isolation.py:   2 [clock var             ] -::- | S32-C — Parallel Clock Isolation Closure Test
s32_c_parallel_clock_isolation.py:   4 [DeterministicClock    ] -::- | Objective: Prove empirically that DeterministicClock instances remain isolated
s32_c_parallel_clock_isolation.py:   8 [clock var             ] -::- | Replay A → clock A
s32_c_parallel_clock_isolation.py:   9 [clock var             ] -::- | Replay B → clock B
s32_c_parallel_clock_isolation.py:  10 [clock var             ] -::- | Replay C → clock C
s32_c_parallel_clock_isolation.py:  11 [clock var             ] -::- | Replay D → clock D
s32_c_parallel_clock_isolation.py:  23 [import time           ] -::- | import time
s32_c_parallel_clock_isolation.py:  25 [timezone              ] -::- | from datetime import datetime, timezone
s32_c_parallel_clock_isolation.py:  31 [DeterministicClock    ] -::- | from mercury_ai.utils.deterministic_clock import DeterministicClock
s32_c_parallel_clock_isolation.py:  36 [clock var             ] -::test_s32_c_01_baseline_clock_ownership | S32-C-01: Baseline do Clock
s32_c_parallel_clock_isolation.py:  45 [clock var             ] -::test_s32_c_01_baseline_clock_ownership | print("S32-C-01: Baseline do Clock")
s32_c_parallel_clock_isolation.py:  48 [clock var             ] -::test_s32_c_01_baseline_clock_ownership | # Reset clock
s32_c_parallel_clock_isolation.py:  49 [DeterministicClock    ] -::test_s32_c_01_baseline_clock_ownership | DeterministicClock.reset()
s32_c_parallel_clock_isolation.py:  52 [DeterministicClock    ] -::test_s32_c_01_baseline_clock_ownership | # By default, DeterministicClock uses class variables
s32_c_parallel_clock_isolation.py:  53 [DeterministicClock    ] -::test_s32_c_01_baseline_clock_ownership | initial_time = DeterministicClock._current_time
s32_c_parallel_clock_isolation.py:  57 [datetime ctor         ] -::test_s32_c_01_baseline_clock_ownership | set_time_a = datetime(2025, 1, 15, 10, 0, 0)
s32_c_parallel_clock_isolation.py:  58 [DeterministicClock    ] -::test_s32_c_01_baseline_clock_ownership | DeterministicClock.set_time(set_time_a)
s32_c_parallel_clock_isolation.py:  59 [DeterministicClock    ] -::test_s32_c_01_baseline_clock_ownership | after_set = DeterministicClock._current_time
s32_c_parallel_clock_isolation.py:  64 [DeterministicClock    ] -::test_s32_c_01_baseline_clock_ownership | is_shared = DeterministicClock._current_time is not None
s32_c_parallel_clock_isolation.py:  66 [DeterministicClock    ] -::test_s32_c_01_baseline_clock_ownership | print(f"\n_central_time after set: {DeterministicClock._current_time}")
s32_c_parallel_clock_isolation.py:  68 [DeterministicClock    ] -::test_s32_c_01_baseline_clock_ownership | print(f"_lock is also class-level: {DeterministicClock._lock}")
s32_c_parallel_clock_isolation.py:  73 [clock var             ] -::test_s32_c_01_baseline_clock_ownership | print("This means concurrent threads share the same clock state, causing potential contamination.")
s32_c_parallel_clock_isolation.py: 101 [clock var             ] -::test_s32_c_02_instrumentation_observation | # Reset clock
s32_c_parallel_clock_isolation.py: 102 [DeterministicClock    ] -::test_s32_c_02_instrumentation_observation | DeterministicClock.reset()
s32_c_parallel_clock_isolation.py: 108 [clock var             ] -::worker_observation | """Observa o clock durante a execução, coletando dados por thread."""
s32_c_parallel_clock_isolation.py: 112 [DeterministicClock    ] -::worker_observation | time_before = DeterministicClock.snapshot()
s32_c_parallel_clock_isolation.py: 115 [DeterministicClock    ] -::worker_observation | DeterministicClock.set_time(expected_time)
s32_c_parallel_clock_isolation.py: 116 [DeterministicClock    ] -::worker_observation | time_after_set = DeterministicClock.utcnow()
s32_c_parallel_clock_isolation.py: 130 [datetime ctor         ] -::test_s32_c_02_instrumentation_observation | ("A", datetime(2025, 1, 15, 10, 0, 0)),
s32_c_parallel_clock_isolation.py: 131 [datetime ctor         ] -::test_s32_c_02_instrumentation_observation | ("B", datetime(2025, 1, 15, 10, 0, 1)),
s32_c_parallel_clock_isolation.py: 132 [datetime ctor         ] -::test_s32_c_02_instrumentation_observation | ("C", datetime(2025, 1, 15, 10, 0, 2)),
s32_c_parallel_clock_isolation.py: 133 [datetime ctor         ] -::test_s32_c_02_instrumentation_observation | ("D", datetime(2025, 1, 15, 10, 0, 3)),
s32_c_parallel_clock_isolation.py: 173 [clock var             ] -::test_s32_c_03_barrier_synchronization | A lê clock B lê clock C lê clock D lê clock
s32_c_parallel_clock_isolation.py: 182 [DeterministicClock    ] -::test_s32_c_03_barrier_synchronization | DeterministicClock.reset()
s32_c_parallel_clock_isolation.py: 193 [clock var             ] -::worker_barrier | """Worker that sets clock and waits at barrier."""
s32_c_parallel_clock_isolation.py: 196 [clock var             ] -::worker_barrier | # Set clock before barrier
s32_c_parallel_clock_isolation.py: 197 [DeterministicClock    ] -::worker_barrier | DeterministicClock.set_time(expected_time)
s32_c_parallel_clock_isolation.py: 206 [clock var             ] -::worker_barrier | # After barrier - read clock
s32_c_parallel_clock_isolation.py: 207 [DeterministicClock    ] -::worker_barrier | clock_after = DeterministicClock.utcnow()
s32_c_parallel_clock_isolation.py: 208 [DeterministicClock    ] -::worker_barrier | clock_shared = DeterministicClock._current_time
s32_c_parallel_clock_isolation.py: 222 [datetime ctor         ] -::test_s32_c_03_barrier_synchronization | ("A", datetime(2025, 1, 15, 10, 0, 0)),
s32_c_parallel_clock_isolation.py: 223 [datetime ctor         ] -::test_s32_c_03_barrier_synchronization | ("B", datetime(2025, 1, 15, 10, 0, 1)),
s32_c_parallel_clock_isolation.py: 224 [datetime ctor         ] -::test_s32_c_03_barrier_synchronization | ("C", datetime(2025, 1, 15, 10, 0, 2)),
s32_c_parallel_clock_isolation.py: 225 [datetime ctor         ] -::test_s32_c_03_barrier_synchronization | ("D", datetime(2025, 1, 15, 10, 0, 3)),
s32_c_parallel_clock_isolation.py: 243 [clock var             ] -::test_s32_c_03_barrier_synchronization | # Check if clock values are consistent after barrier
s32_c_parallel_clock_isolation.py: 247 [clock var             ] -::test_s32_c_03_barrier_synchronization | print(f"\nUnique shared clock values after barrier: {unique_shared} (expected: 1 if shared, 4 if isolated)")
s32_c_parallel_clock_isolation.py: 254 [clock var             ] -::test_s32_c_04_internal_clock_contamination | S32-C-04: Internal Clock Contamination Test
s32_c_parallel_clock_isolation.py: 262 [clock var             ] -::test_s32_c_04_internal_clock_contamination | A internal clock == T_A internal clock == T_B internal clock == T_C internal clock == T_D
s32_c_parallel_clock_isolation.py: 266 [clock var             ] -::test_s32_c_04_internal_clock_contamination | A internal clock == T_BA internal clock == T_C...
s32_c_parallel_clock_isolation.py: 269 [clock var             ] -::test_s32_c_04_internal_clock_contamination | print("S32-C-04: Internal Clock Contamination Test")
s32_c_parallel_clock_isolation.py: 272 [DeterministicClock    ] -::test_s32_c_04_internal_clock_contamination | DeterministicClock.reset()
s32_c_parallel_clock_isolation.py: 283 [clock var             ] -::worker_clock_contamination | """Testa contaminação do clock durante execução concurrent."""
s32_c_parallel_clock_isolation.py: 290 [DeterministicClock    ] -::worker_clock_contamination | DeterministicClock.set_time(expected_time)
s32_c_parallel_clock_isolation.py: 292 [clock var             ] -::worker_clock_contamination | # Immediately read back the clock
s32_c_parallel_clock_isolation.py: 293 [DeterministicClock    ] -::worker_clock_contamination | observed_time = DeterministicClock._current_time
s32_c_parallel_clock_isolation.py: 294 [DeterministicClock    ] -::worker_clock_contamination | observed_utcnow = DeterministicClock.utcnow()
s32_c_parallel_clock_isolation.py: 311 [datetime ctor         ] -::test_s32_c_04_internal_clock_contamination | ("A", datetime(2025, 1, 15, 10, 0, 0)),
